caption;commentsCount;firstComment;Comments/0/likesCount;Comments/0/Username;Comments/0/text;Comments/1/likesCount;Comments/1/ownerUsername;Comments/1/text;Comments/2/likesCount;Comments/2/ownerUsername;Comments/2/text;Comments/3/likesCount;Comments/3/ownerUsername;Comments/3/text;Comments/4/likesCount;Comments/4/ownerUsername;Comments/4/text;Comments/5/likesCount;Comments/5/ownerUsername;Comments/5/text;Comments/6/likesCount;Comments/6/ownerUsername;Comments/6/text;likesCount;ownerUsername;timestamp
"Hello! I am Cici Soviani Yuniar from Universitas Padjadjaran. I will briefly tell you about my experience in joining Microsoft Certified Independent Study.

Microsoft's mission is to empower every person and every organization on the planet to achieve more. Microsoft is committed to providing technology training in today's cloud-based era and enhancing digital skills to Indonesian students through the Microsoft Certified Independent Study Program. In this program, MariBelajar was appointed as a partner to help Microsoft Indonesia organize all of the activities. Taking part in this program is an honor for me.

The learning track I chose was Microsoft Productivity: The Modern Workplace. The learning materials taught in this learning track are Microsoft Office Specialist: Word, Excel, Outlook, PowerPoint; Microsoft 365 Fundamentals; and Microsoft Power Platform Fundamentals. The material provided is very helpful in providing solutions to real-world problems. They are easy to follow and are practical tools to use in our working lives. Mentors who guide this program are professional experts.

Capstone Project is one of the components of the final assessment in this program, this project provides a real solution to the challenges and needs of the industry in developing a business. Thanks to Microsoft Indonesia and MariBelajar, who have given me a great opportunity to learn and develop my digital skills in this program for four months. All the lessons and certifications provided will help me in improving my professional competence which is useful in this digital era.

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";2;Mantap cici;0;pahmi_idrs;Mantap cici;1;csyuniar;@pahmi_id pahmiyy;0;;;0;;;0;;;0;;;0;;;63;csyuniar;2021-12-23T16:33:46.000Z
"You finally did it

Halo aku Lita, cerita sedikit pengalaman selama 4 bulan ikut studi independen bersama PT. Microsoft Indonesia kemarin it was such a great experience! Dapet kesempatan belajar tentang Microsoft lebih jauh lagi, apalagi ditengah kebutuhan perusahan akan akses teknologi Microsoft. Selama ikut program ini aku sadar ternyata selama ini banyak banget produk Microsoft yang kita belum manfaatin secara efektif padahal sebenernya sangat membantu kita dalam menyelesaikan pekerjaan sehari-sehari. 

Program ini secara garis besar memberikan gambaran bagaimana kita membangun lingkungan kerja yang produktif bersama Microsoft, dengan mengerjakan project-project yang sangat relevan dengan masalah yang kita hadapi sehari-hari. Disini juga bisa ketemu mentor dan temen-temen yang keren-keren banget. Thank you!!

#microsoft #merdekakanpeluang #kampusmerdeka #studiindependen  #maribelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;62;nurlitaprilia28;2021-12-23T16:19:18.000Z
"Hallo, saya Zulfikar Akbar Adiprayoga dari Pendidikan Kelautan dan Perikanan, Universitas Pendidikan Indonesia siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Modern Educator Track.

jangan takut dengan gagal Jika jatuh, berdiri lagi. Jika kalah, mencoba lagi. Jika gagal, bangkit lagi. Begitulah perjuangan hidup No pain No gain.

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

(Tag 3 atau lebih temanmu)
 Dapatkan twibbon ini melalui twb.nz/twibbon-maribelajar
 Lalu ikuti @twibbonize  #twibbon-maribelajar #twibbonize
Yuk ikutan @sarimonika_ @shella_ygrt @izuhdi27";3;Matap euyyy, Semangat;1;fitriiirs;Matap euyyy, Semangat;1;dianpca;Widiii mantaapp, semangat semangat;1;zulfikar69a;@dianpca yaa semangat;0;;;0;;;0;;;0;;;51;zulfikar69a;2022-01-20T07:04:27.000Z
"Hallo, saya Haries Anthony dari Program Studi Sistem Informasi, Sekolah Tinggi Manajemen Informatika dan Komputer Jakarta STI&K siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Modern Educator Track

""Jadilah pribadi yang selalu siap menjalani setiap tantangan yang datang padamu""

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";2;Gimana kabar bosskuh ?;1;muji9182;Gimana kabar bosskuh ?;1;redonerossy;Apa Kabar Bang ...? Masih ada perintah untuk Saya kah ...?;0;;;0;;;0;;;0;;;0;;;18;razorska;2022-01-20T05:39:09.000Z
"Hallo, saya Johan Darma Surya Sihite dari Pendidikan Ekonomi, Universitas Negeri Medan siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Modern Educator Track""

""Bukalah mata sewaktu berjalan karena bisa saja Anda akan bertemu kesempatan. Adapun kesempatan itu sendiri buta. Peganglah erat-erat karena kesempatan datang dan pergi tanpa memberitahu.""

""Mulailah dari mana kau berada. Gunakan apa yang kau punya. Lakukan apa yang kau bisa""

-Matius 7:7-

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@riodamanik7 @rizqisame @jelitahtst";35;Tbl tbl ganteng bgtttt;0;bciksrg;Tbl tbl ganteng bgtttt;0;santikasirait26;Bg hite ini boz senggol dong;0;_itsme.tiurr;Cuan cuan;0;;;0;;;0;;;0;;;97;surya.sihite99;2022-01-20T11:14:55.000Z
"Hallo, saya Nolas Veta dari Akuntansi, Politeknik Negeri Jakarta siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Information Worker Track

""Education is everything, education is your power, education is your way in life for whatever you want to do.""?

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@zzefanyadw @maghfirahhan @skhrnn @sheerinsyfa @carissarhy
Dapatkan twibbon ini melalui
twb.nz/twibbon-maribelajar Lalu ikuti @twibbonize
#twibbon-maribelajar
#twibbonize";11;terosss terosssss;0;kiiddiii;terosss terosssss;0;budi_sts;Josss vet;0;carissarhy;Bismillah nyusul;0;maghfirahhan;Produktif bgt kakaaa;0;vettapril_;@maskidi_ nabrak dong terus terus;0;;;0;;;70;vettapril_;2022-01-20T13:30:35.000Z
"Hallo, saya Mochammad Yumna Kansha dari Pendidikan Ekonomi(Akuntansi),Universitas Negeri Semarang. siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track (Modern Educator) 

Gantungkan cita-cita mu setinggi langit! Bermimpilah setinggi langit. Jika engkau jatuh, engkau akan jatuh di antara bintang-bintang

@aditya_eff
@samhisyam_
@fiqriiae
#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #merdekakanpeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;38;kasimayumna_yk98;2022-01-20T11:46:07.000Z
"Halo nama saya Fikri Sayyidar Rusli dan saya adalah salah satu mahasiswa yang diterima di program MSIB atau magang studi independen bersertifikat yang diadakan oleh kampus merdeka dan Kemendikbud. Di program ini saya diterima di salah satu perusahaan yang bergerak di bidang teknologi yaitu PT Microsoft Indonesia.

Dalam kegiatan studi independen ini saya mengambil learning track cloud fundamental dimana saya belajar tentang penggunaan Microsoft azure, power apps, power BI, moodle, dan saya juga diberi kesempatan untuk mengikuti ujian sertifikasi yang nantinya akan berguna bagi saya pribadi.

Selama 4 bulan menjalani program ini saya belajar banyak hal baru yang belum pernah saya pelajari sebelumnya, untuk itu saya mengucapkan terimakasih kepada PT Microsoft Indonesia @microsofteducationindonesia  @kampusmerdeka.ri  @maribelajar_id yang telah menerima saya untuk mengikuti program studi independen bersertifikat ini, tidak lupa juga saya mengucapkan terimakasih kepada bapak arief Nugroho selaku mentor dan kak Aulia Rahman selaku asisten mentor yang telah membimbing saya dalam kegiatan studi independen selama 4 bulan ini

#kampumerdeka #maribelajar #studiindependenbersertifikatkampusmerdeka #merdekabelajar";5;Alhamdulillah... Kerennn. Semangat ya...;0;arihandayani267;Alhamdulillah... Kerennn. Semangat ya...;0;rizkyarima_11;Anjay, keren rek;0;fikri_rusli10;@arihandayani267 siap te;0;;;0;;;0;;;0;;;31;fikri_rusli10;2021-12-23T17:01:05.000Z
"Hallo, saya Fita Dwiagustini Arman dari Jurusan Teknik Sipil, Politeknik Negeri Ujung Pandang, siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Information Worker Track"".

Pergunakan waktumu dengan sungguh-sungguh. Salah satunya dengan mencoba dan belajar banyak hal yang dapat membantumu dalam pengembangan diri.

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;fitadw;2022-01-20T15:55:37.000Z
"Hallo, saya Imam Zuhdi dari Pendidikan Kelautan dan Perikanan, Universitas Pendidikan Indonesia siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Modern Educator

""Jangan membuat impian menguap hanya sekadar impian tanpa berusaha merealisasikan menjadi kenyataan""

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

Kuy @apriansyah_mr1 @moch.usep_01 @rezkyarya21";1;mantap, msibnya di micosoft..;2;renald.aprians;mantap, msibnya di micosoft..;0;;;0;;;0;;;0;;;0;;;0;;;71;izuhdi04;2022-01-20T09:29:43.000Z
"Hallo, saya Ahmad Syafi dari Manajemen Universitas Islam Malang siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Intelligence Cloud Track

it's never too late to increase knowledge

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;22;ahmad_syafi16;2022-01-20T22:20:21.000Z
"Hallo, saya Trisna Budiasih dari Pendidikan Akuntansi, Universitas Negeri Semarang siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track : Modern Educator Track.

Never lost hope, because it is the key to achieve all your dreams. 

@meeeel_lia @dheanur_s @anggraenisalma14
#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";9;Ngewriiiiii, Ganbatte Trisnaaa@trisnaaa.b;0;trimurnimayasari12;Ngewriiiiii, Ganbatte Trisnaaa@trisnaaa.b;0;leonitapramudaw;;0;meeeel_lia;Semangats;0;dondieko8;Trisna wkwk;0;yongkyts_05;Ngeri koncoku iki;0;trisnnna;@trimurnimayasari12 mba Mayang??;0;;;153;trisnnna;2022-01-20T12:17:57.000Z
"Hallo, saya Safir Nur M dari Sosiologi, Universitas Negeri Surabaya siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Information Worker

""I always wonder why birds choose to stay in the same place when they can fly anywhere on the earth, then I ask myself the same question.""

@soffanakbar
@inezaisy2_
@frdanrzky_

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";24;@bangtio123 koncomu yoo;0;verdyan_chandra;@bangtio123 koncomu yoo;0;ocmykris;joos;0;verdyan_chandra;@bangtio123 biyen senengane ngrusuhi kos sak iki suangar;0;bangtio123;@verdyanctw__ tenan iki idaman ciwi unesa;0;;;0;;;0;;;103;rifasafir_;2022-01-20T13:54:31.000Z
"[ Studi Independen Maribelajar X Microsoft ]
Hallo, saya Muhammad Ditya Yudha Bhramasta dari Universitas Merdeka Malang jurusan S1 Akuntansi siap mengikuti Studi Independen Bersertifikat bersama MariBelajar dengan Learning Track Information Worker Track

""It always seems impossible until it's done""- Nelson Mandela
#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen
#MerdekakanPeluang
@mrjrezh @_albertt.a
@keziatimbalo @krisnadwi25 @fikri_rusli10 
Dapatkan twibbon ini melalui twb.nz twibbon-maribelajar
Lalu ikuti @twibbonize #twibbon-maribelajar #twibbonize";22;Jan ndak umum;1;andy_rynt;Jan ndak umum;0;keziatimbalo;Mantap bro Yudha, semngat yo bro;0;imah_makatita;Wihhhhhhhh;0;fikri_rusli10;@dityayudha_ gas gas gas gas gas;0;keziatimbalo;@dityayudha_ aku ikut yoo wkwkwk pengen rsa soto rampal mbk2 ayu;0;;;0;;;-1;yudhabhram_;2022-01-20T14:40:30.000Z
"Hallo, saya Ahmad Jayadi dari Program Studi Teknologi Pendidikan, Universitas Lambung Mangkurat siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Modern Educator Track"" 

Buat apa menoleh ke belakang buat lihat masa lalu, kan udah canggih ada spion :"")

""Terus bergerak maju
sambil mantau yang telah lalu""
(emot api) 

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@afriandyza @mahbubihza @muhammadajii13 @anshar3x @yanurinsom";3;Mantap mantap keren;1;syahrul_dhan99;Mantap mantap keren;1;adjayaa;@syahrul_dhan99;0;syahrul_dhan99;@ahjayadi lanjutkan pak;0;;;0;;;0;;;0;;;208;adjayaa;2022-01-20T22:08:50.000Z
"Hallo, saya Kanafika Auliya Rodiatul Janah dari Pendidikan Bahasa Inggris, Universitas Jenderal Soedirman Purwokerto, siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Modern Education Track.

Bismillah aza ea~

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;7;fsecretsxx;2022-01-25T14:15:32.000Z
"Hallo, saya Erika Anugra Heni dari Prodi Pendidikan Matematika, Universitas Islam Jember siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Modern Educator Track"".

Akar pendidikan itu pahit, tapi buahnya manis. - Aristoteles

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;11;rkverikaa;2022-01-25T09:50:59.000Z
"MSIB 2021 JOURNEY 
#merdekabelajar #kampusmerdeka #studiindependen #microsoft";6;Keren banget kakak;1;aldyndthamrin;Keren banget kakak;2;hutagalungpiki;HAHAHA thanks a lot loh kalian berdua  @senassee @adiradiva kerenn!;1;adiradiva;parah ngeduluin;0;senassee;@hutagalungpiki bener2 ye piki;0;;;0;;;0;;;333;senassee;2022-01-21T06:47:39.000Z
"Hallo, saya Samuel Parlindungsn dari Matematika Universitas Lampung siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Information Worker Track

Manfaatkan Peluang yang ada, Jangan pernah takut untuk mencoba, gagal hal yang biasa, sukses hal yang luar biasa -SPM2022-
(Semoga dapat hadiah :) akwoakwoak)

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@mikha_valentino @mikha_vlt @davin_sebastian @yosafatdimas27  @samatematika dll dah pokoknya
Dapatkan twibbon ini melalui twb.nz/twibbon-maribelajar
Lalu ikuti @twibbonize
#twibbon-maribelajar #twibbonize";5;Kerennn;0;candragreg;Kerennn;0;harisfadh20;Congratulation!;0;samuel.parlindungan12;@harisfadh20 ahahaha amin, kita sukses dengan cara kita sendiri;0;;;0;;;0;;;0;;;88;samuel.parlindungan12;2022-01-21T01:43:34.000Z
"Hallo, saya Annisa Herawati dari Manajemen Pendidikan, Universitas Negeri Jakarta siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Modern Educator Track

""Teruslah mencoba hal baru, karena dengan begitu dapat menambah pengetahuan serta keterampilan dalam diri kita""

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";15;kerennn bgtttt;0;alfinarhmn;kerennn bgtttt;0;mohammadiqbaaall;Semangat buat studi nyaa;0;dwimrwnt;Semangat;0;_muzakirr;Singkatan nya PALDE;0;mhspradana;aku ramal kita ketemu di marakash;0;bagus.hawe;Wahh semangattt;0;adtyaaprtm_;Mantap;-1;annisahrwtii;2022-01-21T12:33:16.000Z
"Hallo, saya Dhea Zahrana dari Manajemen, Universitas Pamulang siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Information Worker Track""

""Sesuatu yang diinginkan itu dikejar,bukan ditunggu. Diusahakan,bukan sekedar mengharapkan. ""

""Kalau impianmu tak bisa membuatmu takut, mungkin karena impianmu tak cukup besar""(Muhammad Ali)

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang
@fiitrianf
@kameria_eta
@aiiii_nur87 
 
Dapatkan twibbon ini melalui twb.nz/twibbon-maribelajar
Lalu ikuti @twibbonize
 #twibbon-maribelajar #twibbonize";5;Semangattt kaka;0;fiitrianf;Semangattt kaka;1;kameria_eta;Semangat kakkak;0;dheazah3;@fiitrianf  makasih kating aku;0;;;0;;;0;;;0;;;11;dheazah3;2022-01-21T06:20:18.000Z
"Hallo, saya Dinda Yulia dari Manajemen, Universitas Muhammadiyah Prof. Dr. Hamka siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Information worker track""

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;dindayuliaa13;2022-01-21T06:03:05.000Z
"Hallo, Saya Dinda Zuhairotul I dari Pendidikan Bahasa Inggris, STKIP PGRI Jombang. Siap mengikuti Studi Independen Bersertifikat bersama MariBelajar dengan Learning Track Modern Educator Track.

Life is either a brave adventure or nothing.

@srioktavnlaila
@tffnia31_
@mevitanisyaa

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";25;Ngerii suhu;0;al_wi31;Ngerii suhu;0;macchiatong_;semangat;0;tffniaaa__;semangat qaqa;0;muhimmaaaah;asikk, mangatt kak;0;alfinasyntiaas;Duhh ngerii, semangaaatt;0;dindazuhai15;@tffnia31_ wkkwk thank youuu;0;;;194;dindazuhai15;2022-01-21T08:36:37.000Z
"Hallo, saya Arif Muluk Rahman dari S1 Manajemen, Universitas Medan Area siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track  INFORMATION WORKER TRACK

""Don't compare yourself with anyone in this world. If you do so, you are insulting yourself"" -Bill Gates

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@maribelajar_id @microsofteducationindonesia @kampusmerdeka.ri
  Dapatkan twibbon ini melalui twb.nz/twibbon-maribelajar
  Lalu ikuti @twibbonize
  #twibbon-maribelajar #twibbonize";4;Keren banget dah kawan aku;0;jennieclr22;Keren banget dah kawan aku;0;jutiiwaa_;Kerennnnn bossssthh;0;arif_muluk_911;@jennieclr22 Thank you;0;;;0;;;0;;;0;;;30;arif_muluk_911;2022-01-21T07:00:05.000Z
"Hai Sobat TeRJiTu!!

Penerimaan Sertifikat Program Kampus Merdeka Studi Independen Bersertifikat di PT. Microsoft Indonesia &  Mari Belajar Kepada Nur Faizah Azzahrah

....""menjadi bagian menjadi peserta SIB merupakan pengalaman luar biasa bagi saya"" ....

Untuk Cerita Pengalaman Bersama Faizah Cek Infografis di Slide 2 ya...

#TeRJiTu #TeknologiRekayasaJaringanTelekomunikasi #sarjanaTerapanTRJT #TRJTvokasi #poliupg  #vokasi #tsc #TelecomunicationSharingCommunity #trjt  #d4trjt  #d4trjtpnup  #trjtpnup  #pnup #merdekabelajar  #kampusmerdeka #vokasiIndonesia #kamivokasi #sarjanaterapan #PNUPmacca  #TRJTmacca";1;Keren dan suka banget;2;yulianihr;Keren dan suka banget;0;;;0;;;0;;;0;;;0;;;0;;;57;trjt_official;2022-01-28T03:07:17.000Z
"Hallo, saya Lailatun Nuriyah dari jurusan pendidikan luar biasa, Universitas Negeri Malang siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Microsoft Indonesia

""Hiburlah hatimu, siramilah dengan percikan hikmah. Seperti halnya fisik, hati juga merasakan letih""

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";11;Sumpaaa ketrimo neng miscrosoft la?;0;agyataaaa;Sumpaaa ketrimo neng miscrosoft la?;0;nia.riaptr;Ampun para suhu @lala_ln27 @yusuf_anggi04;0;nia.riaptr;Sanggarr rek;0;ekapuputp;semangatttt bertumbuhh lovee??;0;lala_ln27;@agyataaaa heem filan;0;lala_ln27;@nia.riaptr salam dari binjai;0;;;73;lala_ln27;2022-01-24T13:13:49.000Z
"Hallo, saya Rizka Nur Aulia dari prodi Manajemen, Universitas Putra Bangsa siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track ""Information Worker Track"".

""Tanpa pengetahuan,tindakan tidak berguna dan pengetahuan tanpa tindakan adalah sia-sia"".
-Abu Bakar

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";2;Idiw kewrennnnnnnnn;1;_pujilestarii1;Idiw kewrennnnnnnnn;0;aulia_nur_rizka;@_pujilestarii1 mohon doa restunya;0;;;0;;;0;;;0;;;0;;;32;aulia_nur_rizka;2022-01-22T15:11:29.000Z
Alhamdulillah, thanks god!! I've passed my third Microsoft international certification, Microsoft Azure Data Fundamentals (DP-900) with a score of 900/1000. The topic of Microsoft Azure Data Fundamentals is about exploring core data concepts, exploring roles and responsibilities in the world of data, describing concepts of relational data, exploring concepts of non-relational data, exploring concepts of data analytics, exploring relational data in Azure, exploring non-relational data in Azure, examine components of a modern data warehouse, explore data ingestion in Azure, explore data storage and processing in Azure, get started building with Power BI.  #datascience #datasciencejobs #microsoft #azure #dataanalytics #powerbi #data #maribelajar #studiindependenbersertifikat #microsofteducation #microsoftindonesia;0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;10;trianto_39;2022-01-24T12:49:42.000Z
"Hallo, saya Dhea Fitri Anggrainy dari Pendidikan Bahasa Jepang, Universitas Negeri Padang siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track, Modern Educator Track. 

??????????????????????????????????????????.

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@iqblmuln @tarnhd27 @ramenntrash_";16;Wanna follow each other;1;_dubbing_west_pasaman_;Wanna follow each other;1;xalyazn27;aww fighting my nunaaa ?? u can do it!! ?????;0;anggrainydhea;@lover_manga__sejati bukan orang padang, cuma kuliah;0;_dubbing_west_pasaman_;@anggrainydhea bukan ya maaf saling follow yuk;0;;;0;;;0;;;97;anggrainydhea;2022-01-21T13:41:45.000Z
"Hallo, saya Dinda Avita Riskiana dari Matematika, Universitas Diponegoro siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track - Intelligence Cloud Track

""Hal-hal besar terjadi pada mereka yang tidak berhenti percaya, berusaha, belajar, dan bersyukur."" - Roy T. Bennett

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";4;;0;ardiyanti072;;0;vidianafz;Semangkuy bund;0;dindaavita;@ardiyanti072 ????;0;dindaavita;@vidifazhr awww makasiiiii bund ??;0;;;0;;;0;;;-1;dindaavita;2022-01-31T11:45:26.000Z
"Hallo, saya Muhammad Henry Kurniawan dari Program Studi Sistem Informasi, Universitas Muria Kudus siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track  Intelligence Cloud Track 

""Awali impianmu dengan doa, keyakinan dan perbuatan. Karena jalan hidup seseorang penuh dengan ketidakpastian""

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;42;m.henry.k;2022-01-21T14:52:55.000Z
"Hallo, saya Wahyu Aqshari dari Bimbingan dan Konseling, Universitas Negeri Semarang siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Modern Educator Track.

""No hard feeling, but still do the best!"" —yang punya akun.

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang
.
Numpang tag ya kak  @strynto_ @au_lya @shahnazsetia";11;Buguluuu;1;fkrstuv;Buguluuu;1;vosmeyoves;KOK AKU RA DI TAG SIH;1;vosmeyoves;KOK AKU RA DI TAG SIH;1;devianrrr;wuhuuuw mangats aqsaaa!;1;shahnazsetia;mangatsee kakak??;0;waqsha_;@vosmeyoves nesu nesu terus, semaput meneh kwe ngko;0;waqsha_;@fkrstuv apaan sih kok saya malu di komen anda pak;-1;waqsha_;2022-01-24T11:38:00.000Z
"Halo semua...
Perkenalkan, saya Lamtiur Verawaty Simbolon. Mahasiswa Universitas HKBP Nommensen sekaligus alumni Magang Studi Independen Bersertifikat (MSIB) Cyrcle 2 dengan jalur pembelajaran Modern Educator.

Periode kegiatan ±5 bulan, benar-benar memberikan insight luar biasa buat saya. 
1. Pembelajaran yang menyenangkan dengan mentoring dari Mentor yang hebat dan pendampingan Co-Mentor baik di sesi sinkronus maupun asinkronus. Didukung pula oleh perangkat pembelajaran yang mumpuni membuat Mentee merasa nyaman walau sistemnya online.
2. Menambah Hard Skill dan melatih Soft Skill saya. Jujur, konsep Merdeka Belajar benar-benar mengena. Karena di perkuliahan biasa, saya mungkin tidak bisa mengcover hal ini sepenuhnya. Pendidik yang modern dan penuh inovasi yang terintegrasi dengan ICT. Hal ini seakan menggambarkan harapan pendidikan di masa depan.
3. Relasi dan persahabatan.  Bertemu dan belajar bersama teman-teman dengan background prodi yang beragam benar-benar memacu semangat saya. Sharing, diskusi dll membuat pikiran saya semakin terbuka bahwasanya isi kepala hanya bisa terealisasi dengan membagikannya dengan rekan. Saya juga semakin terlatih dalam hal mengenal karakter seseorang, keterampilan interpersonal, menurunkan ego dan mendahulukan kepentingan bersama diatas kepentingan pribadi.
4. Kesempatan mengikuti sertifikasi Internasional secara gratis sesuai jalur pembelajaran
5. Pengakuan konversi SKS di Kampus Asal.
6. Bantuan kuota internet setiap bulan. 

""Untuk menjadi lebih, usahakan dirimu berbeda, satu langkah lebih maju dari mereka""
.
.
Benar sekali, walau gelar yang saya dapat nanti adalah S.Pd sama dengan rekan yang lain, tetapi pengalaman ""Mentee MSIB"" memberi nilai lebih. 

Terimakasih @kampusmerdeka.ri @magangmerdeka  @maribelajar_id @microsofteducationindonesia . Semoga kedepannya lebih baik lagi dalam memerdekakan belajar. MERDEKA BELAJAR, KAMPUS MERDEKA. 

Puji Tuhan, saya LULUS. 
#Maribelajar #Microsoft #StudiIndependen #KampusMerdeka #MerdekakanPeluang #SYC #SurfaceYourCreed";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;28;lv_sbl;2022-07-13T08:34:36.000Z
"Hallo, saya Haris Hidayatullah dari Fakultas Teknologi Informasi, Universitas Merdeka Malang, siap mengikuti Studi Independen Bersertifikat dengan MariBelajar dengan Learning Track Information Worker Track

“The roots of education are bitter, but the fruit is sweet.”

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@ronaldopjw 
@rohanda28 
@gofidaf";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;31;hidayatullah.haris;2022-01-21T23:33:57.000Z
"Hallo sobat kampus merdeka 
Saya Faisal dari program studi Pendidikan IT, Universitas Negeri Surabaya siap mengikuti Studi Independen Bersertifikat di MariBelajar x Microsoft dengan Learning Track: Modern Educator Track

Dengan mengikuti studi independen bersertifikat di MariBelajar x Microsoft ini saya dapat berkesempatan mengembangkan potensi diri dan menambah wawasan di jalur(track) yang saya ambil

#MariBelajar #Microsoft #KampusMerdeka #StudiIndependen #MerdekakanPeluang

@wahyurizkianto_ @nandaajenglistia @nefiraaa @mahabatikafbrn @reynaldi.dp @yuyus.17

#twibbon-maribelajar #twibbonize
@twibbonize";12;Faisulll;0;fajekrina;Faisulll;1;hendrynm;bismillah aamiin;0;iranandasyah_;congrats pakk;0;nandaajenglistia;Aduduhhhhh;0;faisaldp._;@fajekrina studi aku jek;0;fajekrina;@faisaldp._ oalah;0;;;167;faisaldp._;2022-01-22T14:59:58.000Z
